seriesid,date,statefips,countyfips,state,county,labforce,employed,unemployed,urate
CN4505700000000,2023-02-01,45,057,SC,Lancaster County,44120,42338,1782,4
CN4505900000000,2023-02-01,45,059,SC,Laurens County,30668,29465,1203,3.9
CN4506100000000,2023-02-01,45,061,SC,Lee County,6347,6027,320,5
CN4506300000000,2023-02-01,45,063,SC,Lexington County,152182,147367,4815,3.2
CN4506500000000,2023-02-01,45,065,SC,McCormick County,3579,3435,144,4
CN4506700000000,2023-02-01,45,067,SC,Marion County,12581,11890,691,5.5
CN4506900000000,2023-02-01,45,069,SC,Marlboro County,8061,7413,648,8
CN4507100000000,2023-02-01,45,071,SC,Newberry County,19272,18630,642,3.3
CN4507300000000,2023-02-01,45,073,SC,Oconee County,34333,33115,1218,3.5
CN4507500000000,2023-02-01,45,075,SC,Orangeburg County,32983,31284,1699,5.2
CN4507700000000,2023-02-01,45,077,SC,Pickens County,59138,57034,2104,3.6
CN4507900000000,2023-02-01,45,079,SC,Richland County,198452,191305,7147,3.6
CN4508100000000,2023-02-01,45,081,SC,Saluda County,8350,8045,305,3.7
CN4508300000000,2023-02-01,45,083,SC,Spartanburg County,156789,151319,5470,3.5
CN4508500000000,2023-02-01,45,085,SC,Sumter County,42290,40340,1950,4.6
CN4508700000000,2023-02-01,45,087,SC,Union County,11391,10813,578,5.1
CN4508900000000,2023-02-01,45,089,SC,Williamsburg County,10668,10074,594,5.6
CN4509100000000,2023-02-01,45,091,SC,York County,149938,144797,5141,3.4
CN4600300000000,2023-02-01,46,003,SD,Aurora County,1532,1502,30,2
CN4600500000000,2023-02-01,46,005,SD,Beadle County,9279,9063,216,2.3
CN4600700000000,2023-02-01,46,007,SD,Bennett County,1089,1051,38,3.5
CN4600900000000,2023-02-01,46,009,SD,Bon Homme County,2888,2812,76,2.6
CN4601100000000,2023-02-01,46,011,SD,Brookings County,19458,19013,445,2.3
CN4601300000000,2023-02-01,46,013,SD,Brown County,19850,19346,504,2.5
CN4601500000000,2023-02-01,46,015,SD,Brule County,2641,2584,57,2.2
CN4601700000000,2023-02-01,46,017,SD,Buffalo County,724,689,35,4.8
CN4601900000000,2023-02-01,46,019,SD,Butte County,5007,4889,118,2.4
CN4602100000000,2023-02-01,46,021,SD,Campbell County,787,766,21,2.7
CN4602300000000,2023-02-01,46,023,SD,Charles Mix County,3815,3715,100,2.6
CN4602500000000,2023-02-01,46,025,SD,Clark County,2003,1941,62,3.1
CN4602700000000,2023-02-01,46,027,SD,Clay County,7743,7570,173,2.2
CN4602900000000,2023-02-01,46,029,SD,Codington County,15904,15518,386,2.4
CN4603100000000,2023-02-01,46,031,SD,Corson County,1332,1297,35,2.6
CN4603300000000,2023-02-01,46,033,SD,Custer County,4302,4165,137,3.2
CN4603500000000,2023-02-01,46,035,SD,Davison County,10997,10743,254,2.3
CN4603700000000,2023-02-01,46,037,SD,Day County,2690,2583,107,4
CN4603900000000,2023-02-01,46,039,SD,Deuel County,2265,2165,100,4.4
CN4604100000000,2023-02-01,46,041,SD,Dewey County,2299,2208,91,4
CN4604300000000,2023-02-01,46,043,SD,Douglas County,1555,1512,43,2.8
CN4604500000000,2023-02-01,46,045,SD,Edmunds County,2044,1994,50,2.4
CN4604700000000,2023-02-01,46,047,SD,Fall River County,2990,2895,95,3.2
CN4604900000000,2023-02-01,46,049,SD,Faulk County,1123,1100,23,2
CN4605100000000,2023-02-01,46,051,SD,Grant County,4444,4266,178,4
CN4605300000000,2023-02-01,46,053,SD,Gregory County,2145,2095,50,2.3
CN4605500000000,2023-02-01,46,055,SD,Haakon County,1124,1098,26,2.3
CN4605700000000,2023-02-01,46,057,SD,Hamlin County,3631,3538,93,2.6
CN4605900000000,2023-02-01,46,059,SD,Hand County,1833,1798,35,1.9
CN4606100000000,2023-02-01,46,061,SD,Hanson County,1819,1761,58,3.2
CN4606300000000,2023-02-01,46,063,SD,Harding County,811,795,16,2
CN4606500000000,2023-02-01,46,065,SD,Hughes County,9655,9446,209,2.2
CN4606700000000,2023-02-01,46,067,SD,Hutchinson County,3690,3579,111,3
CN4606900000000,2023-02-01,46,069,SD,Hyde County,670,658,12,1.8
CN4607100000000,2023-02-01,46,071,SD,Jackson County,1197,1146,51,4.3
CN4607300000000,2023-02-01,46,073,SD,Jerauld County,1295,1274,21,1.6
CN4607500000000,2023-02-01,46,075,SD,Jones County,498,484,14,2.8
CN4607700000000,2023-02-01,46,077,SD,Kingsbury County,2761,2693,68,2.5
CN4607900000000,2023-02-01,46,079,SD,Lake County,6773,6621,152,2.2
CN4608100000000,2023-02-01,46,081,SD,Lawrence County,13917,13604,313,2.2
CN4608300000000,2023-02-01,46,083,SD,Lincoln County,37504,36751,753,2
CN4608500000000,2023-02-01,46,085,SD,Lyman County,1672,1615,57,3.4
CN4608700000000,2023-02-01,46,087,SD,McCook County,3187,3115,72,2.3
CN4608900000000,2023-02-01,46,089,SD,McPherson County,1015,986,29,2.9
CN4609100000000,2023-02-01,46,091,SD,Marshall County,2515,2436,79,3.1
CN4609300000000,2023-02-01,46,093,SD,Meade County,14441,14065,376,2.6
CN4609500000000,2023-02-01,46,095,SD,Mellette County,785,760,25,3.2
CN4609700000000,2023-02-01,46,097,SD,Miner County,1279,1250,29,2.3
CN4609900000000,2023-02-01,46,099,SD,Minnehaha County,116502,113729,2773,2.4
CN4610100000000,2023-02-01,46,101,SD,Moody County,4023,3933,90,2.2
CN4610200000000,2023-02-01,46,102,SD,Oglala Lakota County,3708,3539,169,4.6
CN4610300000000,2023-02-01,46,103,SD,Pennington County,59087,57747,1340,2.3
CN4610500000000,2023-02-01,46,105,SD,Perkins County,1482,1445,37,2.5
CN4610700000000,2023-02-01,46,107,SD,Potter County,1053,1002,51,4.8
CN4610900000000,2023-02-01,46,109,SD,Roberts County,4593,4420,173,3.8
CN4611100000000,2023-02-01,46,111,SD,Sanborn County,1257,1226,31,2.5
CN4611500000000,2023-02-01,46,115,SD,Spink County,3087,2990,97,3.1
CN4611700000000,2023-02-01,46,117,SD,Stanley County,1933,1884,49,2.5
CN4611900000000,2023-02-01,46,119,SD,Sully County,845,832,13,1.5
CN4612100000000,2023-02-01,46,121,SD,Todd County,2995,2890,105,3.5
CN4612300000000,2023-02-01,46,123,SD,Tripp County,3175,3114,61,1.9
CN4612500000000,2023-02-01,46,125,SD,Turner County,4876,4751,125,2.6
CN4612700000000,2023-02-01,46,127,SD,Union County,8722,8517,205,2.4
CN4612900000000,2023-02-01,46,129,SD,Walworth County,2072,1981,91,4.4
CN4613500000000,2023-02-01,46,135,SD,Yankton County,11610,11349,261,2.2
CN4613700000000,2023-02-01,46,137,SD,Ziebach County,980,945,35,3.6
CN4700100000000,2023-02-01,47,001,TN,Anderson County,35309,34133,1176,3.3
CN4700300000000,2023-02-01,47,003,TN,Bedford County,21585,20849,736,3.4
CN4700500000000,2023-02-01,47,005,TN,Benton County,6721,6391,330,4.9
CN4700700000000,2023-02-01,47,007,TN,Bledsoe County,4423,4164,259,5.9
CN4700900000000,2023-02-01,47,009,TN,Blount County,65776,63560,2216,3.4
CN4701100000000,2023-02-01,47,011,TN,Bradley County,50268,48391,1877,3.7
CN4701300000000,2023-02-01,47,013,TN,Campbell County,15063,14347,716,4.8
CN4701500000000,2023-02-01,47,015,TN,Cannon County,6909,6710,199,2.9
CN4701700000000,2023-02-01,47,017,TN,Carroll County,11678,11195,483,4.1
CN4701900000000,2023-02-01,47,019,TN,Carter County,24185,23221,964,4
CN4702100000000,2023-02-01,47,021,TN,Cheatham County,22674,22060,614,2.7
CN4702300000000,2023-02-01,47,023,TN,Chester County,8520,8247,273,3.2
CN4702500000000,2023-02-01,47,025,TN,Claiborne County,12798,12231,567,4.4
CN4702700000000,2023-02-01,47,027,TN,Clay County,2816,2663,153,5.4
CN4702900000000,2023-02-01,47,029,TN,Cocke County,14548,13597,951,6.5
CN4703100000000,2023-02-01,47,031,TN,Coffee County,25106,24193,913,3.6
CN4703300000000,2023-02-01,47,033,TN,Crockett County,6879,6611,268,3.9
CN4703500000000,2023-02-01,47,035,TN,Cumberland County,23386,22190,1196,5.1
CN4703700000000,2023-02-01,47,037,TN,Davidson County,415617,403814,11803,2.8
CN4703900000000,2023-02-01,47,039,TN,Decatur County,4443,4201,242,5.4
CN4704100000000,2023-02-01,47,041,TN,DeKalb County,8074,7735,339,4.2
CN4704300000000,2023-02-01,47,043,TN,Dickson County,28155,27295,860,3.1
CN4704500000000,2023-02-01,47,045,TN,Dyer County,16543,15918,625,3.8
CN4704700000000,2023-02-01,47,047,TN,Fayette County,19240,18504,736,3.8
CN4704900000000,2023-02-01,47,049,TN,Fentress County,7867,7524,343,4.4
CN4705100000000,2023-02-01,47,051,TN,Franklin County,18945,18258,687,3.6
CN4705300000000,2023-02-01,47,053,TN,Gibson County,21507,20687,820,3.8
CN4705500000000,2023-02-01,47,055,TN,Giles County,14775,14270,505,3.4
CN4705700000000,2023-02-01,47,057,TN,Grainger County,9784,9350,434,4.4
CN4705900000000,2023-02-01,47,059,TN,Greene County,28806,27439,1367,4.7
CN4706100000000,2023-02-01,47,061,TN,Grundy County,5057,4791,266,5.3
CN4706300000000,2023-02-01,47,063,TN,Hamblen County,28356,27224,1132,4
CN4706500000000,2023-02-01,47,065,TN,Hamilton County,184067,177857,6210,3.4
CN4706700000000,2023-02-01,47,067,TN,Hancock County,2299,2197,102,4.4
CN4706900000000,2023-02-01,47,069,TN,Hardeman County,8947,8495,452,5.1
CN4707100000000,2023-02-01,47,071,TN,Hardin County,9874,9457,417,4.2
CN4707300000000,2023-02-01,47,073,TN,Hawkins County,23384,22418,966,4.1
CN4707500000000,2023-02-01,47,075,TN,Haywood County,7568,7174,394,5.2
CN4707700000000,2023-02-01,47,077,TN,Henderson County,11690,11229,461,3.9
CN4707900000000,2023-02-01,47,079,TN,Henry County,13429,12811,618,4.6
CN4708100000000,2023-02-01,47,081,TN,Hickman County,11810,11447,363,3.1
CN4708300000000,2023-02-01,47,083,TN,Houston County,3244,3080,164,5.1
CN4708500000000,2023-02-01,47,085,TN,Humphreys County,8604,8249,355,4.1
CN4708700000000,2023-02-01,47,087,TN,Jackson County,4809,4585,224,4.7
CN4708900000000,2023-02-01,47,089,TN,Jefferson County,25316,24186,1130,4.5
CN4709100000000,2023-02-01,47,091,TN,Johnson County,7509,7236,273,3.6
CN4709300000000,2023-02-01,47,093,TN,Knox County,251516,244122,7394,2.9
CN4709500000000,2023-02-01,47,095,TN,Lake County,1604,1518,86,5.4
CN4709700000000,2023-02-01,47,097,TN,Lauderdale County,9423,8942,481,5.1
CN4709900000000,2023-02-01,47,099,TN,Lawrence County,19159,18441,718,3.7
CN4710100000000,2023-02-01,47,101,TN,Lewis County,5537,5335,202,3.6
CN4710300000000,2023-02-01,47,103,TN,Lincoln County,16672,16107,565,3.4
CN4710500000000,2023-02-01,47,105,TN,Loudon County,24484,23664,820,3.3
CN4710700000000,2023-02-01,47,107,TN,McMinn County,21308,20326,982,4.6
CN4710900000000,2023-02-01,47,109,TN,McNairy County,8411,7997,414,4.9
CN4711100000000,2023-02-01,47,111,TN,Macon County,11814,11413,401,3.4
CN4711300000000,2023-02-01,47,113,TN,Madison County,48853,47072,1781,3.6
CN4711500000000,2023-02-01,47,115,TN,Marion County,12339,11852,487,3.9
CN4711700000000,2023-02-01,47,117,TN,Marshall County,15675,15159,516,3.3
CN4711900000000,2023-02-01,47,119,TN,Maury County,53303,51725,1578,3
CN4712100000000,2023-02-01,47,121,TN,Meigs County,5177,4922,255,4.9
CN4712300000000,2023-02-01,47,123,TN,Monroe County,20893,20109,784,3.8
CN4712500000000,2023-02-01,47,125,TN,Montgomery County,88868,85334,3534,4
CN4712700000000,2023-02-01,47,127,TN,Moore County,3802,3707,95,2.5
CN4712900000000,2023-02-01,47,129,TN,Morgan County,7972,7586,386,4.8
CN4713100000000,2023-02-01,47,131,TN,Obion County,12760,12226,534,4.2
CN4713300000000,2023-02-01,47,133,TN,Overton County,9945,9511,434,4.4
CN4713500000000,2023-02-01,47,135,TN,Perry County,2768,2628,140,5.1
CN4713700000000,2023-02-01,47,137,TN,Pickett County,2096,2001,95,4.5
CN4713900000000,2023-02-01,47,139,TN,Polk County,7094,6775,319,4.5
CN4714100000000,2023-02-01,47,141,TN,Putnam County,35443,34127,1316,3.7
CN4714300000000,2023-02-01,47,143,TN,Rhea County,13879,13225,654,4.7
CN4714500000000,2023-02-01,47,145,TN,Roane County,23862,22951,911,3.8
CN4714700000000,2023-02-01,47,147,TN,Robertson County,39581,38449,1132,2.9
CN4714900000000,2023-02-01,47,149,TN,Rutherford County,197158,191838,5320,2.7
CN4715100000000,2023-02-01,47,151,TN,Scott County,8056,7613,443,5.5
CN4715300000000,2023-02-01,47,153,TN,Sequatchie County,6176,5921,255,4.1
CN4715500000000,2023-02-01,47,155,TN,Sevier County,52588,49761,2827,5.4
CN4715700000000,2023-02-01,47,157,TN,Shelby County,436814,416814,20000,4.6
CN4715900000000,2023-02-01,47,159,TN,Smith County,9860,9528,332,3.4
CN4716100000000,2023-02-01,47,161,TN,Stewart County,5596,5370,226,4
CN4716300000000,2023-02-01,47,163,TN,Sullivan County,69330,66740,2590,3.7
CN4716500000000,2023-02-01,47,165,TN,Sumner County,109517,106377,3140,2.9
CN4716700000000,2023-02-01,47,167,TN,Tipton County,27591,26552,1039,3.8
CN4716900000000,2023-02-01,47,169,TN,Trousdale County,5789,5596,193,3.3
CN4717100000000,2023-02-01,47,171,TN,Unicoi County,7149,6810,339,4.7
CN4717300000000,2023-02-01,47,173,TN,Union County,7861,7535,326,4.1
CN4717500000000,2023-02-01,47,175,TN,Van Buren County,2067,1967,100,4.8
CN4717700000000,2023-02-01,47,177,TN,Warren County,16330,15663,667,4.1
CN4717900000000,2023-02-01,47,179,TN,Washington County,61834,59674,2160,3.5
CN4718100000000,2023-02-01,47,181,TN,Wayne County,6500,6172,328,5
CN4718300000000,2023-02-01,47,183,TN,Weakley County,15353,14850,503,3.3
CN4718500000000,2023-02-01,47,185,TN,White County,11991,11517,474,4
CN4718700000000,2023-02-01,47,187,TN,Williamson County,138977,135405,3572,2.6
CN4718900000000,2023-02-01,47,189,TN,Wilson County,82785,80401,2384,2.9
CN4800100000000,2023-02-01,48,001,TX,Anderson County,23611,22636,975,4.1
CN4800300000000,2023-02-01,48,003,TX,Andrews County,9814,9480,334,3.4
CN4800500000000,2023-02-01,48,005,TX,Angelina County,36060,34199,1861,5.2
CN4800700000000,2023-02-01,48,007,TX,Aransas County,9439,8884,555,5.9
CN4800900000000,2023-02-01,48,009,TX,Archer County,4089,3922,167,4.1
CN4801100000000,2023-02-01,48,011,TX,Armstrong County,961,925,36,3.7
CN4801300000000,2023-02-01,48,013,TX,Atascosa County,23112,22078,1034,4.5
CN4801500000000,2023-02-01,48,015,TX,Austin County,14459,13814,645,4.5
CN4801700000000,2023-02-01,48,017,TX,Bailey County,2441,2309,132,5.4
CN4801900000000,2023-02-01,48,019,TX,Bandera County,10915,10445,470,4.3
CN4802100000000,2023-02-01,48,021,TX,Bastrop County,49234,47317,1917,3.9
CN4802300000000,2023-02-01,48,023,TX,Baylor County,2001,1945,56,2.8
CN4802500000000,2023-02-01,48,025,TX,Bee County,9323,8754,569,6.1
CN4802700000000,2023-02-01,48,027,TX,Bell County,153246,144994,8252,5.4
CN4802900000000,2023-02-01,48,029,TX,Bexar County,1006868,963484,43384,4.3
CN4803100000000,2023-02-01,48,031,TX,Blanco County,7271,7024,247,3.4
CN4803300000000,2023-02-01,48,033,TX,Borden County,797,782,15,1.9
CN4803500000000,2023-02-01,48,035,TX,Bosque County,8832,8457,375,4.2
CN4803700000000,2023-02-01,48,037,TX,Bowie County,38940,36991,1949,5
CN4803900000000,2023-02-01,48,039,TX,Brazoria County,188759,179466,9293,4.9
CN4804100000000,2023-02-01,48,041,TX,Brazos County,133953,129008,4945,3.7
CN4804300000000,2023-02-01,48,043,TX,Brewster County,4365,4192,173,4
CN4804500000000,2023-02-01,48,045,TX,Briscoe County,614,588,26,4.2
CN4804700000000,2023-02-01,48,047,TX,Brooks County,2412,2268,144,6
CN4804900000000,2023-02-01,48,049,TX,Brown County,15562,14796,766,4.9
CN4805100000000,2023-02-01,48,051,TX,Burleson County,9219,8831,388,4.2
CN4805300000000,2023-02-01,48,053,TX,Burnet County,26398,25424,974,3.7
CN4805500000000,2023-02-01,48,055,TX,Caldwell County,21789,20882,907,4.2
CN4805700000000,2023-02-01,48,057,TX,Calhoun County,12564,12097,467,3.7
CN4805900000000,2023-02-01,48,059,TX,Callahan County,6400,6132,268,4.2
CN4806100000000,2023-02-01,48,061,TX,Cameron County,181587,170140,11447,6.3
CN4806300000000,2023-02-01,48,063,TX,Camp County,5214,4941,273,5.2
CN4806500000000,2023-02-01,48,065,TX,Carson County,3080,2965,115,3.7
CN4806700000000,2023-02-01,48,067,TX,Cass County,11992,11334,658,5.5
CN4806900000000,2023-02-01,48,069,TX,Castro County,3373,3246,127,3.8
CN4807100000000,2023-02-01,48,071,TX,Chambers County,21525,20277,1248,5.8
CN4807300000000,2023-02-01,48,073,TX,Cherokee County,20653,19573,1080,5.2
CN4807500000000,2023-02-01,48,075,TX,Childress County,3284,3178,106,3.2
CN4807700000000,2023-02-01,48,077,TX,Clay County,4956,4735,221,4.5
CN4807900000000,2023-02-01,48,079,TX,Cochran County,1155,1096,59,5.1
CN4808100000000,2023-02-01,48,081,TX,Coke County,1615,1551,64,4
CN4808300000000,2023-02-01,48,083,TX,Coleman County,3120,2953,167,5.4
CN4808500000000,2023-02-01,48,085,TX,Collin County,645330,620439,24891,3.9
CN4808700000000,2023-02-01,48,087,TX,Collingsworth County,1087,1040,47,4.3
CN4808900000000,2023-02-01,48,089,TX,Colorado County,10355,9932,423,4.1
CN4809100000000,2023-02-01,48,091,TX,Comal County,84561,81081,3480,4.1
CN4809300000000,2023-02-01,48,093,TX,Comanche County,6620,6352,268,4
CN4809500000000,2023-02-01,48,095,TX,Concho County,1332,1279,53,4
CN4809700000000,2023-02-01,48,097,TX,Cooke County,20529,19737,792,3.9
CN4809900000000,2023-02-01,48,099,TX,Coryell County,25278,23948,1330,5.3
CN4810100000000,2023-02-01,48,101,TX,Cottle County,1004,975,29,2.9
CN4810300000000,2023-02-01,48,103,TX,Crane County,1723,1629,94,5.5
CN4810500000000,2023-02-01,48,105,TX,Crockett County,1439,1378,61,4.2
CN4810700000000,2023-02-01,48,107,TX,Crosby County,2480,2363,117,4.7
CN4810900000000,2023-02-01,48,109,TX,Culberson County,1229,1185,44,3.6
CN4811100000000,2023-02-01,48,111,TX,Dallam County,3899,3779,120,3.1
CN4811300000000,2023-02-01,48,113,TX,Dallas County,1463963,1401295,62668,4.3
CN4811500000000,2023-02-01,48,115,TX,Dawson County,4665,4431,234,5
CN4811700000000,2023-02-01,48,117,TX,Deaf Smith County,9289,8954,335,3.6
CN4811900000000,2023-02-01,48,119,TX,Delta County,2608,2465,143,5.5
CN4812100000000,2023-02-01,48,121,TX,Denton County,569048,547157,21891,3.8
CN4812300000000,2023-02-01,48,123,TX,DeWitt County,9201,8851,350,3.8
CN4812500000000,2023-02-01,48,125,TX,Dickens County,715,676,39,5.5
CN4812700000000,2023-02-01,48,127,TX,Dimmit County,6150,5894,256,4.2
CN4812900000000,2023-02-01,48,129,TX,Donley County,1514,1449,65,4.3
CN4813100000000,2023-02-01,48,131,TX,Duval County,5142,4908,234,4.6
CN4813300000000,2023-02-01,48,133,TX,Eastland County,6696,6331,365,5.5
CN4813500000000,2023-02-01,48,135,TX,Ector County,86375,82970,3405,3.9
CN4813700000000,2023-02-01,48,137,TX,Edwards County,1152,1119,33,2.9
CN4813900000000,2023-02-01,48,139,TX,Ellis County,106591,102149,4442,4.2
CN4814100000000,2023-02-01,48,141,TX,El Paso County,379070,359927,19143,5
CN4814300000000,2023-02-01,48,143,TX,Erath County,22243,21313,930,4.2
CN4814500000000,2023-02-01,48,145,TX,Falls County,7045,6704,341,4.8
CN4814700000000,2023-02-01,48,147,TX,Fannin County,17910,17076,834,4.7
CN4814900000000,2023-02-01,48,149,TX,Fayette County,12102,11620,482,4
CN4815100000000,2023-02-01,48,151,TX,Fisher County,1669,1598,71,4.3
CN4815300000000,2023-02-01,48,153,TX,Floyd County,2459,2327,132,5.4
CN4815500000000,2023-02-01,48,155,TX,Foard County,553,530,23,4.2
CN4815700000000,2023-02-01,48,157,TX,Fort Bend County,429046,409614,19432,4.5
CN4815900000000,2023-02-01,48,159,TX,Franklin County,5509,5291,218,4
CN4816100000000,2023-02-01,48,161,TX,Freestone County,6436,6040,396,6.2
CN4816300000000,2023-02-01,48,163,TX,Frio County,9535,9174,361,3.8
CN4816500000000,2023-02-01,48,165,TX,Gaines County,10485,10109,376,3.6
CN4816700000000,2023-02-01,48,167,TX,Galveston County,173071,164627,8444,4.9
CN4816900000000,2023-02-01,48,169,TX,Garza County,1980,1897,83,4.2
CN4817100000000,2023-02-01,48,171,TX,Gillespie County,14993,14529,464,3.1
CN4817300000000,2023-02-01,48,173,TX,Glasscock County,934,908,26,2.8
CN4817500000000,2023-02-01,48,175,TX,Goliad County,3233,3083,150,4.6
CN4817700000000,2023-02-01,48,177,TX,Gonzales County,9699,9309,390,4
CN4817900000000,2023-02-01,48,179,TX,Gray County,7825,7434,391,5
CN4818100000000,2023-02-01,48,181,TX,Grayson County,67738,64741,2997,4.4
CN4818300000000,2023-02-01,48,183,TX,Gregg County,58107,55310,2797,4.8
CN4818500000000,2023-02-01,48,185,TX,Grimes County,11789,11216,573,4.9
CN4818700000000,2023-02-01,48,187,TX,Guadalupe County,88086,84624,3462,3.9
CN4818900000000,2023-02-01,48,189,TX,Hale County,11662,11016,646,5.5
CN4819100000000,2023-02-01,48,191,TX,Hall County,1088,1035,53,4.9
CN4819300000000,2023-02-01,48,193,TX,Hamilton County,4009,3844,165,4.1
CN4819500000000,2023-02-01,48,195,TX,Hansford County,2929,2840,89,3
CN4819700000000,2023-02-01,48,197,TX,Hardeman County,1817,1743,74,4.1
CN4819900000000,2023-02-01,48,199,TX,Hardin County,25527,24098,1429,5.6
CN4820100000000,2023-02-01,48,201,TX,Harris County,2395602,2281028,114574,4.8
CN4820300000000,2023-02-01,48,203,TX,Harrison County,29525,28011,1514,5.1
CN4820500000000,2023-02-01,48,205,TX,Hartley County,2613,2546,67,2.6
CN4820700000000,2023-02-01,48,207,TX,Haskell County,2831,2726,105,3.7
CN4820900000000,2023-02-01,48,209,TX,Hays County,141950,136610,5340,3.8
CN4821100000000,2023-02-01,48,211,TX,Hemphill County,1639,1569,70,4.3
CN4821300000000,2023-02-01,48,213,TX,Henderson County,39877,37819,2058,5.2
